Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66
Nước rửa băng tải,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,0,0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,,,
Total Hazardous Waste Generate (ton),10.732599999999994,0.2001,0,0,0,10.932699999999993,6.9594000000000005,0.805,11.094999999999999,0,5.992099999999994,2.6416999999999997,0,0,0,8.633799999999994,0.7306,0,0,0,9.364399999999996,0.546,0,0,0,9.910399999999996,1.6175000000000002,0.96,0.8,0,9.767899999999997,0.3005,0,0,0,10.068399999999993,1.3573,1.795,3.138,0,6.492699999999997,0.43320000000000003,0,0,0,6.925899999999996,5.558999999999999,0,6.46,0,6.024899999999995,0.4085,0,0,0,6.4333999999999945,2.1019999999999994,0,0,0,8.535399999999996,0,-6.4333999999999945,22.8558,0,
Specific Hazardous Waste Generate (kg/ton),,0.020822209857698247,,,0,,1.1029018602973235,,,0,,0.1489710682173916,,,0,,0.04625381054488572,,,0,,0.03393032525367422,,,0,,0.09857986586738951,,,0,,0.016283446805157923,,,0,,0.08388943252888864,,,0,,0.03569321523310064,,,0,,0.4459743933803918,,,0,,0.03314631414751507,,,0,,0.04494265324166077,,,0,,,-0.4019886051920323,0.13483301667490835,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Hazardous Waste (ton)/ CHẤT THẢI THÔNG THƯỜNG,Jan,,,,,Feb,,,,,Mar,,,,,Apr,,,,,May,,,,,Jun,,,,,Jul,,,,,Aug,,,,,Sep,,,,,Oct,,,,,Nov,,,,,Dec,,,,,,,,Total (Jan-Dec),,
,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,Incoming Stock/ Tồn đầu,Waste generated/ Chất thải phát sinh,Waste Management,,,"Outgoing Stock
(Estimate)","Outgoing Stock
(Actual)","Waste generated
(Actual)",Waste generated,Landfill,
,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,Reuse/Recycle/ Tái sử dụng,Incineration/ Chất thải đốt,Landfill/ CHất thải chôn lấp,,,,,,
"Tiles after kiln, coal slag/ Gạch sau nung, sỉ than,",0,68.78,68.78,,,0,195.2,,195.2,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,0,,,
Sludge/ Bùn,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,0,,,
"Paper packaging/ Giấy bao bì, các loại giấy bỏ, cốt băng dính, bao bì catton, hộp catton",0,1.92,1.92,,,0,0,,,,0,1.4,1.4,,,0,0,,,,0,4.82,4.82,,,0,0,,,,0,1.52,1.52,,,0,0,,,,0,1.68,1.68,,,0,0,,,,0,1.58,1.58,,,0,1.42,1.42,,,0,,1.42,,,
"Plastic packaging, (Wrap, Bigbag)/ Nhựa bao gồm các loại vật dụng làm từ nhựa bỏ",0,0.58,0.58,,,0,0,,,,0,0.26,0.26,,,0,0,,,,0,0.42,0.42,,,0,0,,,,0,0.38,0.38,,,0,0.177,0.177,,,0,0.38,0.38,,,0,0,,,,0,0.22,0.22,,,0,0.24,0.24,,,0,,0.24,,,
"Wooden Packaging (Pallet, gỗ củi)",0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,0,,,
"Rubber/ Cao su (bao gồm các loại dây cao su, dây đai cao su, một số đồ dùng cho sản xuất làm từ cao su)",4.068999999999999,0.05,,,,4.118999999999999,1.4647000000000001,,,,5.5836999999999986,2.9145,2.76,,,5.738199999999999,0.1845,,,,5.922699999999999,0.224,,,,6.146699999999999,0.3395,,,,6.486199999999999,0.1462,,,,6.6324,0.089,,,,6.7214,0.372,,,,7.0934,0.165,,,,7.2584,4.894,4.8,,,7.3524,0.08,,,,7.4324,,-7.3524,,,
"Refractory/ Gạch chịu lửa (Gạch lò tầng sôi,
 gạch xây lò nung, tháp sấy phun)",0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,0,,,
"Other (Dây dù, Túi lọc bụi (filter bag))",1.8300999999999998,0,,,,1.8300999999999998,0.081,,,,1.9110999999999998,,0,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,0,,,,1.9110999999999998,,-1.9110999999999998,,,
iron waste (Sắt phế liệu),0,28.28,28.28,,,0,14.96,14.96,,,0,35,35,,,0,0,,,,0,43.04,43.04,,,0,9,9,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,0,,,
Con lăn hỏng,0,0,,,,0,,,,,0,3.34,3.34,,,0,0,,,,0,0,,,,0,1,1,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,,,,0,,0,4.34,0,
Total Non Hazardous Waste Generate (ton),5.899099999999999,99.61,99.56,0,0,5.949099999999999,211.70569999999998,14.96,195.2,0,7.494799999999998,42.914500000000004,42.760000000000005,0,0,7.649299999999998,0.1845,0,0,0,7.833799999999998,48.504,48.28,0,0,8.057799999999999,10.3395,10,0,0,8.3973,2.0462,1.9,0,0,8.5435,0.266,0.177,0,0,8.6325,2.432,2.06,0,0,9.0045,0.165,0,0,0,9.1695,6.694,6.6,0,0,9.2635,1.74,1.66,0,0,9.3435,0,-7.6035,426.60140000000007,0,
Specific Non Hazardous Waste Generate (kg/ton),,10.36531896014654,,,0,,33.55039376462727,,,0,,2.420039711933699,,,0,,0.011680574932290466,,,0,,3.014206036820905,,,0,,0.6301493187857025,,,0,,0.1108791642353216,,,0,,0.016440425147487205,,,0,,0.20038296271214395,,,0,,0.013237232399310066,,,0,,0.5431613877685825,,,0,,0.03720276719338238,,,0,,,-0.4751018683087668,2.5166458264308957,0,
