category,name,original_name,unit,period,value
Energy Consumption,Coal 4A.1 (YB),Coal/ Than 4A.1 (YB),Ton,Sep,0.0
Energy Consumption,Coal import coal (YB),Coal/ Than import coal (YB) (than nhập khẩu),Ton,Sep,0.0
Energy Consumption,Coal 5A under screen YB,Than cám qua sàng / Than 5A under screen YB,Ton,Sep,0.0
Energy Consumption,Coal 5A (DV+YB),Coal/ Than 5A (DV+YB),Ton,Sep,1718.913
Energy Consumption,Coal 4A.1 (DV+YB),Coal/ Than 4A.1 (DV+YB),Ton,Sep,444.559
Energy Consumption,Coal import coal (DV+YB),Coal/ Than import coal (DV+YB),Ton,Sep,0.0
Energy Consumption,Coal  5A under screen  (DV+YB),Coal/ Than  5A under screen  (DV+YB),Ton,Sep,133.775
Energy Consumption,Total Coal DV,Total Coal DV,Ton,Sep,2297.247
Energy Consumption,Total Coal YB,Total Coal YB,Ton,Sep,0.0
Energy Consumption,Total Coal,Total Coal,Ton,Sep,2297.247
Energy Consumption,Coal heating value 5A,Coal heating value 5A (Nhiệt trị theo báo cáo gửi ban NL),cal/g,Sep,7350.0
Energy Consumption,Coal heating value 4A.1,Coal heating value 4A.1 (lấy theo nhiệt trị của ban NL),cal/g,Sep,5780.0
Energy Consumption,Coal heating value import coal,Coal heating value import coal (Nhiệt trị theo ban NL),cal/g,Sep,5520.0
Energy Consumption,Coal heating value5A under screen,Coal heating value5A under screen  (Nhiệt trị theo ban NL),cal/g,Sep,6810.0
Energy Consumption,Coal Heating Value average,Coal Heating Value average,cal/g,Sep,7014.731
Energy Consumption,Coal Gas (DV),Coal Gas (DV) (Nhiệt trị theo phiếu kiểm tra),Mcal,Sep,12955186.796
Energy Consumption,Coal Gas (YB),Coal Gas (YB) (Nhiệt trị theo phiếu kiểm tra),Mcal,Sep,0.0
Energy Consumption,Total Coal Gas,Total Coal Gas,Mcal,Sep,12955186.796
Energy Consumption,Lignite,Lignite/ Than non,Ton,Sep,0.0
Energy Consumption,Natural Gas,Natural Gas/ Khí gas tự nhiên,Ton,Sep,0.0
Energy Consumption,Co-generation (Heat),Co-generation (Heat)/ Đồng phát nhiệt điện,Ton,Sep,0.0
Energy Consumption,LPG for Process used (Station),LPG for Process used (Station)/ LPG dùng cho trạm (dùng cho lò nung),Ton,Sep,0.0
Energy Consumption,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil/ Dầu nặng hoặc dàu chạy tàu,Ton,Sep,0.0
Energy Consumption,Diesel oil (Mobile),Diesel oil (Mobile) Dầu xe,Litre,Sep,22566.0
Energy Consumption,Gasoline,Gasoline (xăng bơm chữa cháy),Litre,Sep,0.0
Energy Consumption,Steam,Steam/ Hơi nước,Ton,Sep,0.0
Energy Consumption,Solid Biomass (DV),Solid Biomass (DV) (Củi+rác đốt là cây…+ Gỗ băm),Ton,Sep,471.125
Energy Consumption,Solid Biomass (YB),Solid Biomass (YB) (Củi+rác đốt),Ton,Sep,0.0
Energy Consumption,Total Solid Biomass,Total Solid Biomass,Ton,Sep,471.125
Energy Consumption,Solid Biomass heating Value,Solid Biomass heating Value (Nhiệt trị),cal/g,Sep,3000.0
Energy Consumption,Electricity,Electricity/ Điện (DV),MWh,Sep,1630.341
Energy Consumption,Electricity,Electricity/ Điện (YB),MWh,Sep,0.0
Energy Consumption,Total Electricity,Total Electricity,MWh,Sep,1630.341
Energy Consumption,Co-generation (Power),Co-generation (Power)/ Năng lượng đồng phát nhiệt điện,MWh,Sep,0.0
Energy Consumption,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy)/ Năng lượng mặt trời,MWh,Sep,0.0
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (DV)","Total Thermal Consumption-Coal, Biomass (DV)",GJ,Sep,74339.509
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (YB)","Total Thermal Consumption-Coal, Biomass (YB)",GJ,Sep,0.0
Energy Consumption,"Total Thermal Consumption-Coal, Biomass","Total Thermal Consumption-Coal, Biomass",GJ,Sep,74339.509
Energy Consumption,Total Thermal Consumption-Coal Gas (DV),Total Thermal Consumption-Coal Gas (DV),GJ,Sep,55197.946
Energy Consumption,Total Thermal Consumption-Coal Gas (YB),Total Thermal Consumption-Coal Gas (YB),GJ,Sep,0.0
Energy Consumption,Total Thermal Consumption-Coal Gas,Total Thermal Consumption-Coal Gas,GJ,Sep,55197.946
Energy Consumption,Total Electrical Consumption (DV),Total Electrical Consumption (DV),GJ,Sep,5869.227
Energy Consumption,Total Electrical Consumption (YB),Total Electrical Consumption (YB),GJ,Sep,0.0
Energy Consumption,Total Electrical Consumption,Total Electrical Consumption,GJ,Sep,5869.227
Energy Consumption,Total Renewable Energy (DV),Total Renewable Energy (DV),GJ,Sep,5916.388
Energy Consumption,Total Renewable Energy (YB),Total Renewable Energy (YB),GJ,Sep,0.0
Energy Consumption,Total Renewable Energy,Total Renewable Energy,GJ,Sep,5916.388
Energy Consumption,"Total Energy Consumption-Coal, Biomass (DV)","Total Energy Consumption-Coal, Biomass (DV)",GJ,Sep,80208.736
Energy Consumption,"Total Energy Consumption-Coal, Biomass (YB)","Total Energy Consumption-Coal, Biomass (YB)",GJ,Sep,0.0
Energy Consumption,"Total Energy Consumption-Coal, Biomass","Total Energy Consumption-Coal, Biomass",GJ,Sep,80208.736
Energy Consumption,Total Energy Consumption-Coal Gas (DV),Total Energy Consumption-Coal Gas (DV),GJ,Sep,61067.173
Energy Consumption,Total Energy Consumption-Coal Gas (YB),Total Energy Consumption-Coal Gas (YB),GJ,Sep,0.0
Energy Consumption,Total Energy Consumption-Coal Gas,Total Energy Consumption-Coal Gas,GJ,Sep,61067.173
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (DV)","Specific Energy Consumption-Coal, Biomass (DV)",GJ/ton,Sep,6.609
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (YB)","Specific Energy Consumption-Coal, Biomass (YB)",GJ/ton,Sep,0.0
Energy Consumption,"Specific Energy Consumption-Coal, Biomass","Specific Energy Consumption-Coal, Biomass",GJ/ton,Sep,6.609
Energy Consumption,Specific Energy Consumption-Coal Gas (DV),Specific Energy Consumption-Coal Gas (DV),GJ/ton,Sep,5.032
Energy Consumption,Specific Energy Consumption-Coal Gas (YB),Specific Energy Consumption-Coal Gas (YB),GJ/ton,Sep,0.0
Energy Consumption,Specific Energy Consumption-Coal Gas,Specific Energy Consumption-Coal Gas,GJ/ton,Sep,5.032
Energy Consumption,Coal 5A (DV),Coal/ Than 5A (DV),Ton,Oct,1753.955
Energy Consumption,Coal 4A.1 (DV),Coal/ Than 4A.1 (DV),Ton,Oct,18.9
Energy Consumption,Coal import coal (DV),Coal/ Than import coal (DV) (than nhập khẩu),Ton,Oct,550.88
Energy Consumption,Coal 5A under screen DV,Than cám qua sàng / Than 5A under screen DV,Ton,Oct,153.045
Energy Consumption,Coal 5A (YB),Coal/ Than 5A (YB),Ton,Oct,0.0
Energy Consumption,Coal 4A.1 (YB),Coal/ Than 4A.1 (YB),Ton,Oct,0.0
Energy Consumption,Coal import coal (YB),Coal/ Than import coal (YB) (than nhập khẩu),Ton,Oct,0.0
Energy Consumption,Coal 5A under screen YB,Than cám qua sàng / Than 5A under screen YB,Ton,Oct,0.0
Energy Consumption,Coal 5A (DV+YB),Coal/ Than 5A (DV+YB),Ton,Oct,1753.955
Energy Consumption,Coal 4A.1 (DV+YB),Coal/ Than 4A.1 (DV+YB),Ton,Oct,18.9
Energy Consumption,Coal import coal (DV+YB),Coal/ Than import coal (DV+YB),Ton,Oct,550.88
Energy Consumption,Coal  5A under screen  (DV+YB),Coal/ Than  5A under screen  (DV+YB),Ton,Oct,153.045
Energy Consumption,Total Coal DV,Total Coal DV,Ton,Oct,2476.78
Energy Consumption,Total Coal YB,Total Coal YB,Ton,Oct,0.0
Energy Consumption,Total Coal,Total Coal,Ton,Oct,2476.78
Energy Consumption,Coal heating value 5A,Coal heating value 5A (Nhiệt trị theo báo cáo gửi ban NL),cal/g,Oct,7350.0
Energy Consumption,Coal heating value 4A.1,Coal heating value 4A.1 (lấy theo nhiệt trị của ban NL),cal/g,Oct,5780.0
Energy Consumption,Coal heating value import coal,Coal heating value import coal (Nhiệt trị theo ban NL),cal/g,Oct,5520.0
Energy Consumption,Coal heating value5A under screen,Coal heating value5A under screen  (Nhiệt trị theo ban NL),cal/g,Oct,6810.0
Energy Consumption,Coal Heating Value average,Coal Heating Value average,cal/g,Oct,6897.627
Energy Consumption,Coal Gas (DV),Coal Gas (DV) (Nhiệt trị theo phiếu kiểm tra),Mcal,Oct,12294716.5
Energy Consumption,Coal Gas (YB),Coal Gas (YB) (Nhiệt trị theo phiếu kiểm tra),Mcal,Oct,0.0
Energy Consumption,Total Coal Gas,Total Coal Gas,Mcal,Oct,12294716.5
Energy Consumption,Lignite,Lignite/ Than non,Ton,Oct,0.0
Energy Consumption,Natural Gas,Natural Gas/ Khí gas tự nhiên,Ton,Oct,0.0
Energy Consumption,Co-generation (Heat),Co-generation (Heat)/ Đồng phát nhiệt điện,Ton,Oct,0.0
Energy Consumption,LPG for Process used (Station),LPG for Process used (Station)/ LPG dùng cho trạm (dùng cho lò nung),Ton,Oct,0.0
Energy Consumption,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil/ Dầu nặng hoặc dàu chạy tàu,Ton,Oct,0.0
Energy Consumption,Diesel oil (Mobile),Diesel oil (Mobile) Dầu xe,Litre,Oct,21537.0
Energy Consumption,Gasoline,Gasoline (xăng bơm chữa cháy),Litre,Oct,0.0
Energy Consumption,Steam,Steam/ Hơi nước,Ton,Oct,0.0
Energy Consumption,Solid Biomass (DV),Solid Biomass (DV) (Củi+rác đốt là cây…+ Gỗ băm),Ton,Oct,308.34
Energy Consumption,Solid Biomass (YB),Solid Biomass (YB) (Củi+rác đốt),Ton,Oct,0.0
Energy Consumption,Total Solid Biomass,Total Solid Biomass,Ton,Oct,308.34
Energy Consumption,Solid Biomass heating Value,Solid Biomass heating Value (Nhiệt trị),cal/g,Oct,3000.0
Energy Consumption,Electricity,Electricity/ Điện (DV),MWh,Oct,1631.502
Energy Consumption,Electricity,Electricity/ Điện (YB),MWh,Oct,0.0
Energy Consumption,Total Electricity,Total Electricity,MWh,Oct,1631.502
Energy Consumption,Co-generation (Power),Co-generation (Power)/ Năng lượng đồng phát nhiệt điện,MWh,Oct,0.0
Energy Consumption,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy)/ Năng lượng mặt trời,MWh,Oct,0.0
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (DV)","Total Thermal Consumption-Coal, Biomass (DV)",GJ,Oct,76169.739
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (YB)","Total Thermal Consumption-Coal, Biomass (YB)",GJ,Oct,0.0
Energy Consumption,"Total Thermal Consumption-Coal, Biomass","Total Thermal Consumption-Coal, Biomass",GJ,Oct,76169.739
Energy Consumption,Total Thermal Consumption-Coal Gas (DV),Total Thermal Consumption-Coal Gas (DV),GJ,Oct,52250.061
Energy Consumption,Total Thermal Consumption-Coal Gas (YB),Total Thermal Consumption-Coal Gas (YB),GJ,Oct,0.0
Energy Consumption,Total Thermal Consumption-Coal Gas,Total Thermal Consumption-Coal Gas,GJ,Oct,52250.061
Energy Consumption,Total Electrical Consumption (DV),Total Electrical Consumption (DV),GJ,Oct,5873.409
Energy Consumption,Total Electrical Consumption (YB),Total Electrical Consumption (YB),GJ,Oct,0.0
Energy Consumption,Total Electrical Consumption,Total Electrical Consumption,GJ,Oct,5873.409
Energy Consumption,Total Renewable Energy (DV),Total Renewable Energy (DV),GJ,Oct,3872.134
Energy Consumption,Total Renewable Energy (YB),Total Renewable Energy (YB),GJ,Oct,0.0
Energy Consumption,Total Renewable Energy,Total Renewable Energy,GJ,Oct,3872.134
Energy Consumption,"Total Energy Consumption-Coal, Biomass (DV)","Total Energy Consumption-Coal, Biomass (DV)",GJ,Oct,82043.147
Energy Consumption,"Total Energy Consumption-Coal, Biomass (YB)","Total Energy Consumption-Coal, Biomass (YB)",GJ,Oct,0.0
Energy Consumption,"Total Energy Consumption-Coal, Biomass","Total Energy Consumption-Coal, Biomass",GJ,Oct,82043.147
Energy Consumption,Total Energy Consumption-Coal Gas (DV),Total Energy Consumption-Coal Gas (DV),GJ,Oct,58123.469
Energy Consumption,Total Energy Consumption-Coal Gas (YB),Total Energy Consumption-Coal Gas (YB),GJ,Oct,0.0
Energy Consumption,Total Energy Consumption-Coal Gas,Total Energy Consumption-Coal Gas,GJ,Oct,58123.469
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (DV)","Specific Energy Consumption-Coal, Biomass (DV)",GJ/ton,Oct,6.582
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (YB)","Specific Energy Consumption-Coal, Biomass (YB)",GJ/ton,Oct,0.0
Energy Consumption,"Specific Energy Consumption-Coal, Biomass","Specific Energy Consumption-Coal, Biomass",GJ/ton,Oct,6.582
Energy Consumption,Specific Energy Consumption-Coal Gas (DV),Specific Energy Consumption-Coal Gas (DV),GJ/ton,Oct,4.663
Energy Consumption,Specific Energy Consumption-Coal Gas (YB),Specific Energy Consumption-Coal Gas (YB),GJ/ton,Oct,0.0
Energy Consumption,Specific Energy Consumption-Coal Gas,Specific Energy Consumption-Coal Gas,GJ/ton,Oct,4.663
Energy Consumption,Coal 5A (DV),Coal/ Than 5A (DV),Ton,Nov,1649.3
Energy Consumption,Coal 4A.1 (DV),Coal/ Than 4A.1 (DV),Ton,Nov,113.76
Energy Consumption,Coal import coal (DV),Coal/ Than import coal (DV) (than nhập khẩu),Ton,Nov,352.255
Energy Consumption,Coal 5A under screen DV,Than cám qua sàng / Than 5A under screen DV,Ton,Nov,156.7
Energy Consumption,Coal 5A (YB),Coal/ Than 5A (YB),Ton,Nov,0.0
Energy Consumption,Coal 4A.1 (YB),Coal/ Than 4A.1 (YB),Ton,Nov,0.0
Energy Consumption,Coal import coal (YB),Coal/ Than import coal (YB) (than nhập khẩu),Ton,Nov,0.0
Energy Consumption,Coal 5A under screen YB,Than cám qua sàng / Than 5A under screen YB,Ton,Nov,0.0
Energy Consumption,Coal 5A (DV+YB),Coal/ Than 5A (DV+YB),Ton,Nov,1649.3
Energy Consumption,Coal 4A.1 (DV+YB),Coal/ Than 4A.1 (DV+YB),Ton,Nov,113.76
Energy Consumption,Coal import coal (DV+YB),Coal/ Than import coal (DV+YB),Ton,Nov,352.255
Energy Consumption,Coal  5A under screen  (DV+YB),Coal/ Than  5A under screen  (DV+YB),Ton,Nov,156.7
Energy Consumption,Total Coal DV,Total Coal DV,Ton,Nov,2272.015
Energy Consumption,Total Coal YB,Total Coal YB,Ton,Nov,0.0
Energy Consumption,Total Coal,Total Coal,Ton,Nov,2272.015
Energy Consumption,Coal heating value 5A,Coal heating value 5A (Nhiệt trị theo báo cáo gửi ban NL),cal/g,Nov,7350.0
Energy Consumption,Coal heating value 4A.1,Coal heating value 4A.1 (lấy theo nhiệt trị của ban NL),cal/g,Nov,5780.0
Energy Consumption,Coal heating value import coal,Coal heating value import coal (Nhiệt trị theo ban NL),cal/g,Nov,5520.0
Energy Consumption,Coal heating value5A under screen,Coal heating value5A under screen  (Nhiệt trị theo ban NL),cal/g,Nov,6810.0
Energy Consumption,Coal Heating Value average,Coal Heating Value average,cal/g,Nov,6950.422
Energy Consumption,Coal Gas (DV),Coal Gas (DV) (Nhiệt trị theo phiếu kiểm tra),Mcal,Nov,12544717.188
Energy Consumption,Coal Gas (YB),Coal Gas (YB) (Nhiệt trị theo phiếu kiểm tra),Mcal,Nov,0.0
Energy Consumption,Total Coal Gas,Total Coal Gas,Mcal,Nov,12544717.188
Energy Consumption,Lignite,Lignite/ Than non,Ton,Nov,0.0
Energy Consumption,Natural Gas,Natural Gas/ Khí gas tự nhiên,Ton,Nov,0.0
Energy Consumption,Co-generation (Heat),Co-generation (Heat)/ Đồng phát nhiệt điện,Ton,Nov,0.0
Energy Consumption,LPG for Process used (Station),LPG for Process used (Station)/ LPG dùng cho trạm (dùng cho lò nung),Ton,Nov,0.0
Energy Consumption,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil/ Dầu nặng hoặc dàu chạy tàu,Ton,Nov,0.0
Energy Consumption,Diesel oil (Mobile),Diesel oil (Mobile) Dầu xe,Litre,Nov,26509.0
Energy Consumption,Gasoline,Gasoline (xăng bơm chữa cháy),Litre,Nov,0.0
Energy Consumption,Steam,Steam/ Hơi nước,Ton,Nov,0.0
Energy Consumption,Solid Biomass (DV),Solid Biomass (DV) (Củi+rác đốt là cây…+ Gỗ băm),Ton,Nov,139.982
Energy Consumption,Solid Biomass (YB),Solid Biomass (YB) (Củi+rác đốt),Ton,Nov,0.0
Energy Consumption,Total Solid Biomass,Total Solid Biomass,Ton,Nov,139.982
Energy Consumption,Solid Biomass heating Value,Solid Biomass heating Value (Nhiệt trị),cal/g,Nov,3000.0
Energy Consumption,Electricity,Electricity/ Điện (DV),MWh,Nov,1569.299
Energy Consumption,Electricity,Electricity/ Điện (YB),MWh,Nov,0.0
Energy Consumption,Total Electricity,Total Electricity,MWh,Nov,1569.299
Energy Consumption,Co-generation (Power),Co-generation (Power)/ Năng lượng đồng phát nhiệt điện,MWh,Nov,0.0
Energy Consumption,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy)/ Năng lượng mặt trời,MWh,Nov,0.0
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (DV)","Total Thermal Consumption-Coal, Biomass (DV)",GJ,Nov,69008.513
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (YB)","Total Thermal Consumption-Coal, Biomass (YB)",GJ,Nov,0.0
Energy Consumption,"Total Thermal Consumption-Coal, Biomass","Total Thermal Consumption-Coal, Biomass",GJ,Nov,69008.513
Energy Consumption,Total Thermal Consumption-Coal Gas (DV),Total Thermal Consumption-Coal Gas (DV),GJ,Nov,53659.744
Energy Consumption,Total Thermal Consumption-Coal Gas (YB),Total Thermal Consumption-Coal Gas (YB),GJ,Nov,0.0
Energy Consumption,Total Thermal Consumption-Coal Gas,Total Thermal Consumption-Coal Gas,GJ,Nov,53659.744
Energy Consumption,Total Electrical Consumption (DV),Total Electrical Consumption (DV),GJ,Nov,5649.476
Energy Consumption,Total Electrical Consumption (YB),Total Electrical Consumption (YB),GJ,Nov,0.0
Energy Consumption,Total Electrical Consumption,Total Electrical Consumption,GJ,Nov,5649.476
Energy Consumption,Total Renewable Energy (DV),Total Renewable Energy (DV),GJ,Nov,1757.894
Energy Consumption,Total Renewable Energy (YB),Total Renewable Energy (YB),GJ,Nov,0.0
Energy Consumption,Total Renewable Energy,Total Renewable Energy,GJ,Nov,1757.894
Energy Consumption,"Total Energy Consumption-Coal, Biomass (DV)","Total Energy Consumption-Coal, Biomass (DV)",GJ,Nov,74657.989
Energy Consumption,"Total Energy Consumption-Coal, Biomass (YB)","Total Energy Consumption-Coal, Biomass (YB)",GJ,Nov,0.0
Energy Consumption,"Total Energy Consumption-Coal, Biomass","Total Energy Consumption-Coal, Biomass",GJ,Nov,74657.989
Energy Consumption,Total Energy Consumption-Coal Gas (DV),Total Energy Consumption-Coal Gas (DV),GJ,Nov,59309.22
Energy Consumption,Total Energy Consumption-Coal Gas (YB),Total Energy Consumption-Coal Gas (YB),GJ,Nov,0.0
Energy Consumption,Total Energy Consumption-Coal Gas,Total Energy Consumption-Coal Gas,GJ,Nov,59309.22
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (DV)","Specific Energy Consumption-Coal, Biomass (DV)",GJ/ton,Nov,6.058
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (YB)","Specific Energy Consumption-Coal, Biomass (YB)",GJ/ton,Nov,0.0
Energy Consumption,"Specific Energy Consumption-Coal, Biomass","Specific Energy Consumption-Coal, Biomass",GJ/ton,Nov,6.058
Energy Consumption,Specific Energy Consumption-Coal Gas (DV),Specific Energy Consumption-Coal Gas (DV),GJ/ton,Nov,4.812
Energy Consumption,Specific Energy Consumption-Coal Gas (YB),Specific Energy Consumption-Coal Gas (YB),GJ/ton,Nov,0.0
Energy Consumption,Specific Energy Consumption-Coal Gas,Specific Energy Consumption-Coal Gas,GJ/ton,Nov,4.812
Energy Consumption,Coal 5A (DV),Coal/ Than 5A (DV),Ton,Dec,2061.215
Energy Consumption,Coal 4A.1 (DV),Coal/ Than 4A.1 (DV),Ton,Dec,369.092
Energy Consumption,Coal import coal (DV),Coal/ Than import coal (DV) (than nhập khẩu),Ton,Dec,533.023
Energy Consumption,Coal 5A under screen DV,Than cám qua sàng / Than 5A under screen DV,Ton,Dec,175.785
Energy Consumption,Coal 5A (YB),Coal/ Than 5A (YB),Ton,Dec,0.0
Energy Consumption,Coal 4A.1 (YB),Coal/ Than 4A.1 (YB),Ton,Dec,27.623
Energy Consumption,Coal import coal (YB),Coal/ Than import coal (YB) (than nhập khẩu),Ton,Dec,0.0
Energy Consumption,Coal 5A under screen YB,Than cám qua sàng / Than 5A under screen YB,Ton,Dec,0.0
Energy Consumption,Coal 5A (DV+YB),Coal/ Than 5A (DV+YB),Ton,Dec,2061.215
Energy Consumption,Coal 4A.1 (DV+YB),Coal/ Than 4A.1 (DV+YB),Ton,Dec,396.715
Energy Consumption,Coal import coal (DV+YB),Coal/ Than import coal (DV+YB),Ton,Dec,533.023
Energy Consumption,Coal  5A under screen  (DV+YB),Coal/ Than  5A under screen  (DV+YB),Ton,Dec,175.785
Energy Consumption,Total Coal DV,Total Coal DV,Ton,Dec,3139.115
Energy Consumption,Total Coal YB,Total Coal YB,Ton,Dec,27.623
Energy Consumption,Total Coal,Total Coal,Ton,Dec,3166.738
Energy Consumption,Coal heating value 5A,Coal heating value 5A (Nhiệt trị theo báo cáo gửi ban NL),cal/g,Dec,7350.0
Energy Consumption,Coal heating value 4A.1,Coal heating value 4A.1 (lấy theo nhiệt trị của ban NL),cal/g,Dec,5780.0
Energy Consumption,Coal heating value import coal,Coal heating value import coal (Nhiệt trị theo ban NL),cal/g,Dec,5520.0
Energy Consumption,Coal heating value5A under screen,Coal heating value5A under screen  (Nhiệt trị theo ban NL),cal/g,Dec,6810.0
Energy Consumption,Coal Heating Value average,Coal Heating Value average,cal/g,Dec,6815.318
Energy Consumption,Coal Gas (DV),Coal Gas (DV) (Nhiệt trị theo phiếu kiểm tra),Mcal,Dec,15057913.475
Energy Consumption,Coal Gas (YB),Coal Gas (YB) (Nhiệt trị theo phiếu kiểm tra),Mcal,Dec,0.0
Energy Consumption,Total Coal Gas,Total Coal Gas,Mcal,Dec,15057913.475
Energy Consumption,Lignite,Lignite/ Than non,Ton,Dec,0.0
Energy Consumption,Natural Gas,Natural Gas/ Khí gas tự nhiên,Ton,Dec,0.0
Energy Consumption,Co-generation (Heat),Co-generation (Heat)/ Đồng phát nhiệt điện,Ton,Dec,0.0
Energy Consumption,LPG for Process used (Station),LPG for Process used (Station)/ LPG dùng cho trạm (dùng cho lò nung),Ton,Dec,0.0
Energy Consumption,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil/ Dầu nặng hoặc dàu chạy tàu,Ton,Dec,0.0
Energy Consumption,Diesel oil (Mobile),Diesel oil (Mobile) Dầu xe,Litre,Dec,24880.0
Energy Consumption,Gasoline,Gasoline (xăng bơm chữa cháy),Litre,Dec,0.0
Energy Consumption,Steam,Steam/ Hơi nước,Ton,Dec,0.0
Energy Consumption,Solid Biomass (DV),Solid Biomass (DV) (Củi+rác đốt là cây…+ Gỗ băm),Ton,Dec,15.882
Energy Consumption,Solid Biomass (YB),Solid Biomass (YB) (Củi+rác đốt),Ton,Dec,0.0
Energy Consumption,Total Solid Biomass,Total Solid Biomass,Ton,Dec,15.882
Energy Consumption,Solid Biomass heating Value,Solid Biomass heating Value (Nhiệt trị),cal/g,Dec,3000.0
Energy Consumption,Electricity,Electricity/ Điện (DV),MWh,Dec,1836.991
Energy Consumption,Electricity,Electricity/ Điện (YB),MWh,Dec,10.592
Energy Consumption,Total Electricity,Total Electricity,MWh,Dec,1847.583
Energy Consumption,Co-generation (Power),Co-generation (Power)/ Năng lượng đồng phát nhiệt điện,MWh,Dec,0.0
Energy Consumption,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy)/ Năng lượng mặt trời,MWh,Dec,0.0
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (DV)","Total Thermal Consumption-Coal, Biomass (DV)",GJ,Dec,91436.411
Energy Consumption,"Total Thermal Consumption-Coal, Biomass (YB)","Total Thermal Consumption-Coal, Biomass (YB)",GJ,Dec,159661.602
Energy Consumption,"Total Thermal Consumption-Coal, Biomass","Total Thermal Consumption-Coal, Biomass",GJ,Dec,92104.754
Energy Consumption,Total Thermal Consumption-Coal Gas (DV),Total Thermal Consumption-Coal Gas (DV),GJ,Dec,64594.115
Energy Consumption,Total Thermal Consumption-Coal Gas (YB),Total Thermal Consumption-Coal Gas (YB),GJ,Dec,0.0
Energy Consumption,Total Thermal Consumption-Coal Gas,Total Thermal Consumption-Coal Gas,GJ,Dec,64594.115
Energy Consumption,Total Electrical Consumption (DV),Total Electrical Consumption (DV),GJ,Dec,6613.168
Energy Consumption,Total Electrical Consumption (YB),Total Electrical Consumption (YB),GJ,Dec,38.13
Energy Consumption,Total Electrical Consumption,Total Electrical Consumption,GJ,Dec,6651.298
Energy Consumption,Total Renewable Energy (DV),Total Renewable Energy (DV),GJ,Dec,199.446
Energy Consumption,Total Renewable Energy (YB),Total Renewable Energy (YB),GJ,Dec,0.0
Energy Consumption,Total Renewable Energy,Total Renewable Energy,GJ,Dec,199.446
Energy Consumption,"Total Energy Consumption-Coal, Biomass (DV)","Total Energy Consumption-Coal, Biomass (DV)",GJ,Dec,98049.579
Energy Consumption,"Total Energy Consumption-Coal, Biomass (YB)","Total Energy Consumption-Coal, Biomass (YB)",GJ,Dec,159699.732
Energy Consumption,"Total Energy Consumption-Coal, Biomass","Total Energy Consumption-Coal, Biomass",GJ,Dec,98756.053
Energy Consumption,Total Energy Consumption-Coal Gas (DV),Total Energy Consumption-Coal Gas (DV),GJ,Dec,71207.284
Energy Consumption,Total Energy Consumption-Coal Gas (YB),Total Energy Consumption-Coal Gas (YB),GJ,Dec,38.13
Energy Consumption,Total Energy Consumption-Coal Gas,Total Energy Consumption-Coal Gas,GJ,Dec,71245.414
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (DV)","Specific Energy Consumption-Coal, Biomass (DV)",GJ/ton,Dec,6.293
Energy Consumption,"Specific Energy Consumption-Coal, Biomass (YB)","Specific Energy Consumption-Coal, Biomass (YB)",GJ/ton,Dec,376.946
Energy Consumption,"Specific Energy Consumption-Coal, Biomass","Specific Energy Consumption-Coal, Biomass",GJ/ton,Dec,6.171
Energy Consumption,Specific Energy Consumption-Coal Gas (DV),Specific Energy Consumption-Coal Gas (DV),GJ/ton,Dec,4.57
Energy Consumption,Specific Energy Consumption-Coal Gas (YB),Specific Energy Consumption-Coal Gas (YB),GJ/ton,Dec,0.09
Energy Consumption,Specific Energy Consumption-Coal Gas,Specific Energy Consumption-Coal Gas,GJ/ton,Dec,4.452
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Jan,2000.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Jan,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Jan,72.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Jan,1185.21
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Jan,0.0
