category,name,original_name,unit,period,value
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Jan,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Jan,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Jan,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Jan,0.62
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Jan,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Jan,0.62
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Jan,5553.124
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Jan,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Jan,5553.124
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Jan,6291.733
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Jan,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Jan,6291.733
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Jan,1050.586
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Jan,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Jan,1050.586
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Jan,577.853
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Jan,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Jan,577.853
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Jan,654.712
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Jan,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Jan,654.712
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Jan,109.323
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Jan,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Jan,109.323
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Jan,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Jan,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Jan,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Jan,1.055
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Jan,1.055
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Jan,0.049
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Jan,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Jan,0.04
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Jan,0.036
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Jan,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Jan,0.031
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Jan,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Jan,0.014
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Jan,3.6
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Jan,3.6
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Jan,3.6
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Jan,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Jan,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Jan,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Feb,0.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Feb,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Feb,108.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Feb,903.63
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Feb,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Feb,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Feb,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Feb,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Feb,0.904
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Feb,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Feb,0.904
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Feb,4379.793
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Feb,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Feb,4379.793
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Feb,4904.465
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Feb,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Feb,4904.465
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Feb,765.496
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Feb,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Feb,765.496
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Feb,694.095
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Feb,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Feb,694.095
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Feb,777.243
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Feb,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Feb,777.243
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Feb,121.313
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Feb,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Feb,121.313
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Feb,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Feb,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Feb,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Feb,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Feb,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Feb,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Feb,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Feb,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Feb,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Feb,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Feb,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Feb,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Feb,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Feb,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Feb,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Feb,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Feb,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Feb,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Feb,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Mar,5500.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Mar,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Mar,12.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Mar,2451.735
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Mar,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Mar,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Mar,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Mar,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Mar,0.611
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Mar,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Mar,0.611
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Mar,11076.764
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Mar,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Mar,11076.764
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Mar,12308.448
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Mar,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Mar,12308.448
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Mar,1796.36
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Mar,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Mar,1796.36
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Mar,624.642
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Mar,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Mar,624.642
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Mar,694.1
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Mar,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Mar,694.1
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Mar,101.301
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Mar,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Mar,101.301
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Mar,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Mar,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Mar,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Mar,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Mar,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Mar,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Mar,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Mar,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Mar,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Mar,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Mar,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Mar,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Mar,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Mar,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Mar,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Mar,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Mar,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Mar,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Mar,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Apr,2000.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Apr,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Apr,12.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Apr,2133.495
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Apr,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Apr,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Apr,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Apr,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Apr,0.606
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Apr,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Apr,0.606
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Apr,9882.497
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Apr,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Apr,9882.497
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Apr,11012.715
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Apr,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Apr,11012.715
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Apr,1702.737
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Apr,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Apr,1702.737
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Apr,625.654
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Apr,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Apr,625.654
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Apr,697.208
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Apr,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Apr,697.208
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Apr,107.799
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Apr,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Apr,107.799
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Apr,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Apr,96.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Apr,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Apr,59.24
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Apr,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Apr,3.113
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Apr,3.19
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Apr,3.083
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Apr,2.74
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Apr,2.708
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Apr,2.238
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Apr,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Apr,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Apr,0.865
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Apr,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Apr,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Apr,3.385
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Apr,439.71
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Apr,25.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,May,0.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,May,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,May,24.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,May,2066.22
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,May,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,May,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,May,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,May,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,May,0.636
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,May,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,May,0.636
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,May,9832.655
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,May,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,May,9832.655
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,May,11079.226
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,May,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,May,11079.226
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,May,1806.758
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,May,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,May,1806.758
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,May,611.035
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,May,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,May,611.035
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,May,688.501
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,May,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,May,688.501
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,May,112.278
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,May,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,May,112.278
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),May,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,May,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,May,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,May,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,May,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,May,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,May,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,May,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,May,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,May,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,May,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,May,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,May,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,May,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,May,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,May,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,May,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,May,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,May,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Jun,0.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Jun,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Jun,12.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Jun,2160.795
