category,Stack No.,period,variable,unit,Sampling,value
Sox,Glaze Kiln Exhaust Stack No. 3,Nov,%Oxygen,%,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 3,Nov,Gas Velocity,m/s,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 3,Nov,Flow rate,m3/min,2020-08-20,202.3333333
Sox,Glaze Kiln Exhaust Stack No. 3,Nov,SOx Emission Actual O2,mg/m3,2020-08-20,92.9
Sox,Glaze Kiln Exhaust Stack No. 3,Nov,SOx Emission rate,kg/hr,2020-08-20,1.127806
Sox,Glaze Kiln Exhaust Stack No. 3,Nov,Operation Hour,hr,2020-08-20,720.0
Sox,Glaze Kiln Exhaust Stack No. 3,Nov,SOx Emission,kg,2020-08-20,812.02032
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,Stack Temperature,๐C,2020-08-20,107.8
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,%Oxygen,%,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,Gas Velocity,m/s,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,Flow rate,m3/min,2020-08-20,202.3333333
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,SOx Emission Actual O2,mg/m3,2020-08-20,92.9
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,SOx Emission rate,kg/hr,2020-08-20,1.127806
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,Operation Hour,hr,2020-08-20,744.0
Sox,Glaze Kiln Exhaust Stack No. 3,Dec,SOx Emission,kg,2020-08-20,839.087664
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,Diameter,m,2019-12-02,0.8
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,Operation Hour,hr,2019-12-02,416.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jan,SOx Emission,kg,2019-12-02,403.653744
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,Operation Hour,hr,2019-12-02,448.0
Sox,Glaze Kiln Exhaust Stack No. 4,Feb,SOx Emission,kg,2019-12-02,434.704032
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,Operation Hour,hr,2019-12-02,744.0
Sox,Glaze Kiln Exhaust Stack No. 4,Mar,SOx Emission,kg,2019-12-02,721.919196
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,Operation Hour,hr,2019-12-02,720.0
Sox,Glaze Kiln Exhaust Stack No. 4,Apr,SOx Emission,kg,2019-12-02,698.63148
Sox,Glaze Kiln Exhaust Stack No. 4,May,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,May,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,May,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,May,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,May,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,May,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,May,Operation Hour,hr,2019-12-02,744.0
Sox,Glaze Kiln Exhaust Stack No. 4,May,SOx Emission,kg,2019-12-02,721.919196
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,Operation Hour,hr,2019-12-02,720.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jun,SOx Emission,kg,2019-12-02,698.63148
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,Operation Hour,hr,2019-12-02,744.0
Sox,Glaze Kiln Exhaust Stack No. 4,Jul,SOx Emission,kg,2019-12-02,721.919196
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,Operation Hour,hr,2019-12-02,744.0
Sox,Glaze Kiln Exhaust Stack No. 4,Aug,SOx Emission,kg,2019-12-02,721.919196
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,Stack Temperature,๐C,2019-12-02,150.4
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,Flow rate,m3/min,2019-12-02,177.5
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,SOx Emission Actual O2,mg/m3,2019-12-02,91.11
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,SOx Emission rate,kg/hr,2019-12-02,0.9703215
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,Operation Hour,hr,2019-12-02,48.0
Sox,Glaze Kiln Exhaust Stack No. 4,Sep,SOx Emission,kg,2019-12-02,46.575432
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,Stack Temperature,๐C,2020-08-20,111.4
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,%Oxygen,%,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,Gas Velocity,m/s,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,Flow rate,m3/min,2020-08-20,174.1666667
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,SOx Emission Actual O2,mg/m3,2020-08-20,97.1
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,SOx Emission rate,kg/hr,2020-08-20,1.014695
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,Operation Hour,hr,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Oct,SOx Emission,kg,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,Stack Temperature,๐C,2020-08-20,111.4
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,%Oxygen,%,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,Gas Velocity,m/s,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,Flow rate,m3/min,2020-08-20,174.1666667
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,SOx Emission Actual O2,mg/m3,2020-08-20,97.1
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,SOx Emission rate,kg/hr,2020-08-20,1.014695
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,Operation Hour,hr,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Nov,SOx Emission,kg,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,Stack Temperature,๐C,2020-08-20,111.4
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,%Oxygen,%,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,Gas Velocity,m/s,2020-08-20,0.0
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,Flow rate,m3/min,2020-08-20,174.1666667
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,SOx Emission Actual O2,mg/m3,2020-08-20,97.1
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,SOx Emission rate,kg/hr,2020-08-20,1.014695
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,Operation Hour,hr,2020-08-20,624.0
Sox,Glaze Kiln Exhaust Stack No. 4,Dec,SOx Emission,kg,2020-08-20,633.16968
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,Diameter,m,2019-12-02,0.8
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,Operation Hour,hr,2019-12-02,424.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jan,SOx Emission,kg,2019-12-02,418.202224
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Feb,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,Operation Hour,hr,2019-12-02,624.0
Sox,Glaze Kiln Exhaust Stack No. 5,Mar,SOx Emission,kg,2019-12-02,615.467424
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,Operation Hour,hr,2019-12-02,102.0
Sox,Glaze Kiln Exhaust Stack No. 5,Apr,SOx Emission,kg,2019-12-02,100.605252
Sox,Glaze Kiln Exhaust Stack No. 5,May,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,May,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,May,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,May,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,May,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,May,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,May,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,May,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,Operation Hour,hr,2019-12-02,408.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jun,SOx Emission,kg,2019-12-02,402.421008
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,Operation Hour,hr,2019-12-02,696.0
Sox,Glaze Kiln Exhaust Stack No. 5,Jul,SOx Emission,kg,2019-12-02,686.482896
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Aug,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Sep,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Oct,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Nov,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,Stack Temperature,๐C,2019-12-02,120.1
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,Flow rate,m3/min,2019-12-02,178.3333333
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,SOx Emission Actual O2,mg/m3,2019-12-02,92.18
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,SOx Emission rate,kg/hr,2019-12-02,0.986326
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 5,Dec,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,Diameter,m,2019-12-02,0.8
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,Stack Temperature,๐C,2019-12-02,117.5
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,Flow rate,m3/min,2019-12-02,176.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,SOx Emission Actual O2,mg/m3,2019-12-02,93.15
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,SOx Emission rate,kg/hr,2019-12-02,0.983664
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,Operation Hour,hr,2019-12-02,424.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jan,SOx Emission,kg,2019-12-02,417.073536
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,Stack Temperature,๐C,2019-12-02,117.5
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,Flow rate,m3/min,2019-12-02,176.0
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,SOx Emission Actual O2,mg/m3,2019-12-02,93.15
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,SOx Emission rate,kg/hr,2019-12-02,0.983664
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,Operation Hour,hr,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Feb,SOx Emission,kg,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,Stack Temperature,๐C,2019-12-02,117.5
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,Flow rate,m3/min,2019-12-02,176.0
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,SOx Emission Actual O2,mg/m3,2019-12-02,93.15
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,SOx Emission rate,kg/hr,2019-12-02,0.983664
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,Operation Hour,hr,2019-12-02,600.0
Sox,Glaze Kiln Exhaust Stack No. 6,Mar,SOx Emission,kg,2019-12-02,590.1984
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,Stack Temperature,๐C,2019-12-02,117.5
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,Flow rate,m3/min,2019-12-02,176.0
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,SOx Emission Actual O2,mg/m3,2019-12-02,93.15
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,SOx Emission rate,kg/hr,2019-12-02,0.983664
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,Operation Hour,hr,2019-12-02,720.0
Sox,Glaze Kiln Exhaust Stack No. 6,Apr,SOx Emission,kg,2019-12-02,708.23808
Sox,Glaze Kiln Exhaust Stack No. 6,May,Stack Temperature,๐C,2019-12-02,117.5
Sox,Glaze Kiln Exhaust Stack No. 6,May,%Oxygen,%,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,May,Gas Velocity,m/s,2019-12-02,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,May,Flow rate,m3/min,2019-12-02,176.0
Sox,Glaze Kiln Exhaust Stack No. 6,May,SOx Emission Actual O2,mg/m3,2019-12-02,93.15
Sox,Glaze Kiln Exhaust Stack No. 6,May,SOx Emission rate,kg/hr,2019-12-02,0.983664
Sox,Glaze Kiln Exhaust Stack No. 6,May,Operation Hour,hr,2019-12-02,744.0
Sox,Glaze Kiln Exhaust Stack No. 6,May,SOx Emission,kg,2019-12-02,731.846016
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,Stack Temperature,๐C,2020-06-08,109.3
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,%Oxygen,%,2020-06-08,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,Gas Velocity,m/s,2020-06-08,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,Flow rate,m3/min,2020-06-08,176.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,SOx Emission Actual O2,mg/m3,2020-06-08,95.4
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,SOx Emission rate,kg/hr,2020-06-08,1.007424
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,Operation Hour,hr,2020-06-08,720.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jun,SOx Emission,kg,2020-06-08,725.34528
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,Stack Temperature,๐C,2020-06-08,109.3
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,%Oxygen,%,2020-06-08,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,Gas Velocity,m/s,2020-06-08,0.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,Flow rate,m3/min,2020-06-08,176.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,SOx Emission Actual O2,mg/m3,2020-06-08,95.4
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,SOx Emission rate,kg/hr,2020-06-08,1.007424
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,Operation Hour,hr,2020-06-08,744.0
Sox,Glaze Kiln Exhaust Stack No. 6,Jul,SOx Emission,kg,2020-06-08,749.523456
Sox,Glaze Kiln Exhaust Stack No. 6,Aug,Stack Temperature,๐C,2020-06-08,109.3
