category,Stack No.,period,variable,unit,Sampling,value
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jan,Dust Emission,kg,2019-12-02,249.1424
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,Stack Temperature,๐C,2019-12-02,159.1
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,%Oxygen,%,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,Gas Velocity,m/s,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,Flow rate,m3/min,2019-12-02,188.3333333
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,Dust Emission Actual O2,mg/m3,2019-12-02,53.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,Dust Emission rate,kg/hr,2019-12-02,0.5989
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,Operation Hour,hr,2019-12-02,448.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Feb,Dust Emission,kg,2019-12-02,268.3072
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,Stack Temperature,๐C,2019-12-02,159.1
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,%Oxygen,%,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,Gas Velocity,m/s,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,Flow rate,m3/min,2019-12-02,188.3333333
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,Dust Emission Actual O2,mg/m3,2019-12-02,53.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,Dust Emission rate,kg/hr,2019-12-02,0.5989
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,Operation Hour,hr,2019-12-02,744.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Mar,Dust Emission,kg,2019-12-02,445.5816
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,Stack Temperature,๐C,2020-04-03,120.1
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,%Oxygen,%,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,Gas Velocity,m/s,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,Flow rate,m3/min,2020-04-03,186.6666667
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,Dust Emission Actual O2,mg/m3,2020-04-03,53.2
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,Dust Emission rate,kg/hr,2020-04-03,0.59584
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,Operation Hour,hr,2020-04-03,720.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Apr,Dust Emission,kg,2020-04-03,429.0048
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,Stack Temperature,๐C,2020-04-03,120.1
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,%Oxygen,%,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,Gas Velocity,m/s,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,Flow rate,m3/min,2020-04-03,186.6666667
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,Dust Emission Actual O2,mg/m3,2020-04-03,53.2
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,Dust Emission rate,kg/hr,2020-04-03,0.59584
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,Operation Hour,hr,2020-04-03,744.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",May,Dust Emission,kg,2020-04-03,443.30496
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,Stack Temperature,๐C,2020-06-08,120.6
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,Flow rate,m3/min,2020-06-08,186.6666667
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,Dust Emission Actual O2,mg/m3,2020-06-08,41.3
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,Dust Emission rate,kg/hr,2020-06-08,0.46256
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,Operation Hour,hr,2020-06-08,720.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jun,Dust Emission,kg,2020-06-08,333.0432
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,Stack Temperature,๐C,2020-06-08,120.6
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,Flow rate,m3/min,2020-06-08,186.6666667
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,Dust Emission Actual O2,mg/m3,2020-06-08,41.3
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,Dust Emission rate,kg/hr,2020-06-08,0.46256
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,Operation Hour,hr,2020-06-08,744.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Jul,Dust Emission,kg,2020-06-08,344.14464
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,Stack Temperature,๐C,2020-06-08,120.6
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,Flow rate,m3/min,2020-06-08,186.6666667
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,Dust Emission Actual O2,mg/m3,2020-06-08,41.3
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,Dust Emission rate,kg/hr,2020-06-08,0.46256
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,Operation Hour,hr,2020-06-08,744.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Aug,Dust Emission,kg,2020-06-08,344.14464
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,Stack Temperature,๐C,2020-06-08,120.6
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,Flow rate,m3/min,2020-06-08,186.6666667
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,Dust Emission Actual O2,mg/m3,2020-06-08,41.3
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,Dust Emission rate,kg/hr,2020-06-08,0.46256
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,Operation Hour,hr,2020-06-08,720.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Sep,Dust Emission,kg,2020-06-08,333.0432
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,Stack Temperature,๐C,2020-08-20,122.7
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,%Oxygen,%,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,Gas Velocity,m/s,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,Flow rate,m3/min,2020-08-20,158.3333333
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,Dust Emission Actual O2,mg/m3,2020-08-20,42.6
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,Dust Emission rate,kg/hr,2020-08-20,0.4047
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,Operation Hour,hr,2020-08-20,744.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Oct,Dust Emission,kg,2020-08-20,301.0968
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,Stack Temperature,๐C,2020-08-20,122.7
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,%Oxygen,%,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,Gas Velocity,m/s,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,Flow rate,m3/min,2020-08-20,158.3333333
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,Dust Emission Actual O2,mg/m3,2020-08-20,42.6
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,Dust Emission rate,kg/hr,2020-08-20,0.4047
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,Operation Hour,hr,2020-08-20,720.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Nov,Dust Emission,kg,2020-08-20,291.384
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,Stack Temperature,๐C,2020-08-20,122.7
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,%Oxygen,%,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,Gas Velocity,m/s,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,Flow rate,m3/min,2020-08-20,158.3333333
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,Dust Emission Actual O2,mg/m3,2020-08-20,42.6
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,Dust Emission rate,kg/hr,2020-08-20,0.4047
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,Operation Hour,hr,2020-08-20,744.0
Dust,"Biscuit Kiln Exhaust Stack 3, 4",Dec,Dust Emission,kg,2020-08-20,301.0968
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Diameter,m,2019-12-02,0.8
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Stack Temperature,๐C,2019-12-02,146.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,%Oxygen,%,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Gas Velocity,m/s,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Flow rate,m3/min,2019-12-02,175.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Dust Emission Actual O2,mg/m3,2019-12-02,50.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Dust Emission rate,kg/hr,2019-12-02,0.5265
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Operation Hour,hr,2019-12-02,424.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jan,Dust Emission,kg,2019-12-02,223.236
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,Stack Temperature,๐C,2019-12-02,146.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,%Oxygen,%,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,Gas Velocity,m/s,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,Flow rate,m3/min,2019-12-02,175.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,Dust Emission Actual O2,mg/m3,2019-12-02,50.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,Dust Emission rate,kg/hr,2019-12-02,0.5265
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,Operation Hour,hr,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Feb,Dust Emission,kg,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,Stack Temperature,๐C,2019-12-02,146.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,%Oxygen,%,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,Gas Velocity,m/s,2019-12-02,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,Flow rate,m3/min,2019-12-02,175.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,Dust Emission Actual O2,mg/m3,2019-12-02,50.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,Dust Emission rate,kg/hr,2019-12-02,0.5265
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,Operation Hour,hr,2019-12-02,624.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Mar,Dust Emission,kg,2019-12-02,328.536
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Stack Temperature,๐C,2020-04-03,145.9
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,%Oxygen,%,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Gas Velocity,m/s,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Flow rate,m3/min,2020-04-03,175.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Dust Emission Actual O2,mg/m3,2020-04-03,47.7
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Dust Emission rate,kg/hr,2020-04-03,0.50085
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Operation Hour,hr,2020-04-03,720.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Dust Emission,kg,2020-04-03,360.612
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,Stack Temperature,๐C,2020-04-03,145.9
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,%Oxygen,%,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,Gas Velocity,m/s,2020-04-03,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,Flow rate,m3/min,2020-04-03,175.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,Dust Emission Actual O2,mg/m3,2020-04-03,47.7
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,Dust Emission rate,kg/hr,2020-04-03,0.50085
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,Operation Hour,hr,2020-04-03,744.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",May,Dust Emission,kg,2020-04-03,372.6324
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Stack Temperature,๐C,2020-06-08,117.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Flow rate,m3/min,2020-06-08,175.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Dust Emission Actual O2,mg/m3,2020-06-08,46.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Dust Emission rate,kg/hr,2020-06-08,0.48825
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Operation Hour,hr,2020-06-08,720.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Dust Emission,kg,2020-06-08,351.54
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Stack Temperature,๐C,2020-06-08,117.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Flow rate,m3/min,2020-06-08,175.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Dust Emission Actual O2,mg/m3,2020-06-08,46.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Dust Emission rate,kg/hr,2020-06-08,0.48825
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Operation Hour,hr,2020-06-08,744.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Dust Emission,kg,2020-06-08,363.258
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Stack Temperature,๐C,2020-06-08,117.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Flow rate,m3/min,2020-06-08,175.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Dust Emission Actual O2,mg/m3,2020-06-08,46.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Dust Emission rate,kg/hr,2020-06-08,0.48825
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Operation Hour,hr,2020-06-08,744.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Dust Emission,kg,2020-06-08,363.258
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Stack Temperature,๐C,2020-06-08,117.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,%Oxygen,%,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Gas Velocity,m/s,2020-06-08,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Flow rate,m3/min,2020-06-08,175.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Dust Emission Actual O2,mg/m3,2020-06-08,46.5
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Dust Emission rate,kg/hr,2020-06-08,0.48825
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Operation Hour,hr,2020-06-08,720.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Dust Emission,kg,2020-06-08,351.54
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Stack Temperature,๐C,2020-08-20,118.6
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,%Oxygen,%,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Gas Velocity,m/s,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Flow rate,m3/min,2020-08-20,194.1666667
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Dust Emission Actual O2,mg/m3,2020-08-20,43.9
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Dust Emission rate,kg/hr,2020-08-20,0.511435
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Operation Hour,hr,2020-08-20,744.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Dust Emission,kg,2020-08-20,380.50764
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Stack Temperature,๐C,2020-08-20,118.6
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,%Oxygen,%,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Gas Velocity,m/s,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Flow rate,m3/min,2020-08-20,194.1666667
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Dust Emission Actual O2,mg/m3,2020-08-20,43.9
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Dust Emission rate,kg/hr,2020-08-20,0.511435
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Operation Hour,hr,2020-08-20,720.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Dust Emission,kg,2020-08-20,368.2332
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Stack Temperature,๐C,2020-08-20,118.6
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,%Oxygen,%,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Gas Velocity,m/s,2020-08-20,0.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Flow rate,m3/min,2020-08-20,194.1666667
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Dust Emission Actual O2,mg/m3,2020-08-20,43.9
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Dust Emission rate,kg/hr,2020-08-20,0.511435
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Operation Hour,hr,2020-08-20,744.0
Dust,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Dust Emission,kg,2020-08-20,380.50764
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Diameter,m,2019-09-29,0.8
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Stack Temperature,๐C,2019-09-29,157.3
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,%Oxygen,%,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Gas Velocity,m/s,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Flow rate,m3/min,2019-09-29,168.6666667
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Dust Emission Actual O2,mg/m3,2019-09-29,51.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Dust Emission rate,kg/hr,2019-09-29,0.51612
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Operation Hour,hr,2019-09-29,384.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jan,Dust Emission,kg,2019-09-29,198.19008
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,Stack Temperature,๐C,2019-09-29,157.3
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,%Oxygen,%,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,Gas Velocity,m/s,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,Flow rate,m3/min,2019-09-29,168.6666667
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,Dust Emission Actual O2,mg/m3,2019-09-29,51.0
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,Dust Emission rate,kg/hr,2019-09-29,0.51612
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,Operation Hour,hr,2019-09-29,328.0
Dust,Glaze Kiln Exhaust Stack No. 1,Feb,Dust Emission,kg,2019-09-29,169.28736
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,Stack Temperature,๐C,2019-09-29,157.3
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,%Oxygen,%,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,Gas Velocity,m/s,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,Flow rate,m3/min,2019-09-29,168.6666667
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,Dust Emission Actual O2,mg/m3,2019-09-29,51.0
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,Dust Emission rate,kg/hr,2019-09-29,0.51612
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,Operation Hour,hr,2019-09-29,744.0
Dust,Glaze Kiln Exhaust Stack No. 1,Mar,Dust Emission,kg,2019-09-29,383.99328
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,Stack Temperature,๐C,2020-04-03,152.3
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,Flow rate,m3/min,2020-04-03,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,Dust Emission Actual O2,mg/m3,2020-04-03,54.6
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,Dust Emission rate,kg/hr,2020-04-03,0.58422
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,Operation Hour,hr,2020-04-03,720.0
Dust,Glaze Kiln Exhaust Stack No. 1,Apr,Dust Emission,kg,2020-04-03,420.6384
Dust,Glaze Kiln Exhaust Stack No. 1,May,Stack Temperature,๐C,2020-04-03,152.3
Dust,Glaze Kiln Exhaust Stack No. 1,May,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,May,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,May,Flow rate,m3/min,2020-04-03,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 1,May,Dust Emission Actual O2,mg/m3,2020-04-03,54.6
Dust,Glaze Kiln Exhaust Stack No. 1,May,Dust Emission rate,kg/hr,2020-04-03,0.58422
Dust,Glaze Kiln Exhaust Stack No. 1,May,Operation Hour,hr,2020-04-03,744.0
Dust,Glaze Kiln Exhaust Stack No. 1,May,Dust Emission,kg,2020-04-03,434.65968
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,Stack Temperature,๐C,2020-06-08,125.8
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,%Oxygen,%,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,Gas Velocity,m/s,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,Flow rate,m3/min,2020-06-08,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,Dust Emission Actual O2,mg/m3,2020-06-08,43.7
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,Dust Emission rate,kg/hr,2020-06-08,0.46759
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,Operation Hour,hr,2020-06-08,720.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jun,Dust Emission,kg,2020-06-08,336.6648
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,Stack Temperature,๐C,2020-06-08,125.8
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,%Oxygen,%,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,Gas Velocity,m/s,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,Flow rate,m3/min,2020-06-08,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,Dust Emission Actual O2,mg/m3,2020-06-08,43.7
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,Dust Emission rate,kg/hr,2020-06-08,0.46759
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,Operation Hour,hr,2020-06-08,744.0
Dust,Glaze Kiln Exhaust Stack No. 1,Jul,Dust Emission,kg,2020-06-08,347.88696
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,Stack Temperature,๐C,2020-06-08,125.8
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,%Oxygen,%,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,Gas Velocity,m/s,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,Flow rate,m3/min,2020-06-08,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,Dust Emission Actual O2,mg/m3,2020-06-08,43.7
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,Dust Emission rate,kg/hr,2020-06-08,0.46759
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,Operation Hour,hr,2020-06-08,744.0
Dust,Glaze Kiln Exhaust Stack No. 1,Aug,Dust Emission,kg,2020-06-08,347.88696
Dust,Glaze Kiln Exhaust Stack No. 1,Sep,Stack Temperature,๐C,2020-06-08,125.8
Dust,Glaze Kiln Exhaust Stack No. 1,Sep,%Oxygen,%,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Sep,Gas Velocity,m/s,2020-06-08,0.0
Dust,Glaze Kiln Exhaust Stack No. 1,Sep,Flow rate,m3/min,2020-06-08,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 1,Sep,Dust Emission Actual O2,mg/m3,2020-06-08,43.7
